,user_id,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance
3789,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,0.0,2014-01-01,,574.0,0.0,0.0,0.0,1.0,1.0,2014-09-30,574.0
3790,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,614.0,2015-01-01,,614.0,614.0,0.0,614.0,2.0,1.0,2015-09-30,614.0
3791,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,614.0,2015-01-01,,614.0,614.0,0.0,614.0,2.0,1.0,2015-09-30,614.0
3792,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,614.0,2015-01-01,,614.0,614.0,0.0,614.0,2.0,1.0,2015-09-30,614.0
3793,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,860.0,2016-05-01,,842.0,860.0,0.0,860.0,1.0,1.0,2016-10-31,860.0
3794,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,860.0,2016-05-01,,842.0,860.0,0.0,860.0,1.0,1.0,2016-10-31,860.0
3795,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,860.0,2016-05-01,,842.0,860.0,0.0,860.0,1.0,1.0,2016-10-31,860.0
3796,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,0.0,2013-01-01,,1321.0,0.0,0.0,0.0,1.0,1.0,2014-09-30,1321.0
3797,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,715.0,2015-01-01,,715.0,715.0,0.0,715.0,2.0,1.0,2015-09-30,715.0
3798,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,363.0,2015-01-01,,363.0,363.0,0.0,363.0,2.0,1.0,2015-09-30,363.0
3799,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,819.0,2016-05-01,,801.0,819.0,0.0,819.0,1.0,1.0,2016-10-31,819.0
3800,223,GOBIERNO,Sin Limite Preestablecido,Credito Fiscal,0.0,Anual,416.0,2016-05-01,,407.0,416.0,0.0,416.0,1.0,1.0,2016-10-31,416.0
3801,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,1.0,Mensual,12944.0,2013-11-19,,2174.0,12944.0,0.0,11717.0,0.0,0.0,2016-10-31,0.0
3802,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,1.0,Mensual,4872.0,2013-11-19,,1269.0,4872.0,0.0,4274.0,0.0,0.0,2016-10-31,0.0
3803,223,BANCO,Pagos Fijos,Compra de Automovil,60.0,Mensual,28637.0,2013-03-26,,338712.0,154881.0,338712.0,19726.0,0.0,0.0,2016-10-31,0.0
3804,223,FINANCIERA,Pagos Fijos,Linea de Credito,12.0,Mensual,1065.0,2015-10-16,,11382.0,1224.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3805,223,FINANCIERA,Pagos Fijos,Linea de Credito,48.0,Mensual,5253.0,2012-10-14,,171920.0,6040.0,171920.0,0.0,0.0,0.0,2016-10-31,0.0
3806,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,1.0,Mensual,0.0,2012-04-23,,2324.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3807,223,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-02-07,,0.0,0.0,0.0,2380.0,0.0,0.0,2016-10-31,0.0
3808,223,FINANCIERA,Pagos Fijos,Linea de Credito,12.0,Mensual,0.0,2014-10-17,,11381.0,0.0,11381.0,0.0,0.0,0.0,2016-10-31,0.0
3809,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2013-06-20,,1239.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3810,223,FINANCIERA,Pagos Fijos,Linea de Credito,12.0,Mensual,0.0,2013-10-15,,11381.0,0.0,11381.0,0.0,0.0,0.0,2016-10-31,0.0
3811,223,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,24.0,Mensual,0.0,2012-09-01,,259774.0,0.0,259774.0,0.0,0.0,0.0,2016-10-31,0.0
3812,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2012-04-23,,2529.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3813,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2012-12-10,,2092.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3814,223,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,36.0,Mensual,0.0,2012-02-27,,270531.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3815,223,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2011-07-01,,9588.0,0.0,7200.0,2278.0,0.0,0.0,2016-10-31,0.0
3816,223,FINANCIERA,Pagos Fijos,Linea de Credito,12.0,Mensual,0.0,2012-10-15,,11382.0,0.0,11382.0,0.0,0.0,0.0,2016-10-31,0.0
3817,223,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2011-07-01,,7908.0,0.0,1.0,0.0,0.0,0.0,2016-10-31,0.0
3818,223,FINANCIERA,Revolvente,Linea de Credito,0.0,Mensual,0.0,2007-06-06,,4460.0,0.0,4465.0,0.0,0.0,0.0,2016-10-31,0.0
3819,223,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2012-03-26,,2079.0,0.0,0.0,0.0,0.0,0.0,2016-10-31,0.0
3820,224,SERVICIOS,Hipoteca,Hipotecario O Vivienda,360.0,Mensual,2076.0,2009-04-24,,204964.0,266573.0,204964.0,0.0,0.0,0.0,,0.0
3821,224,KONFIO,Pagos Fijos,Prestamo Personal ,24.0,Quincenal,2633.0,2017-07-03,,40000.0,35968.0,0.0,0.0,0.0,0.0,,0.0
3822,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Una sola exhibicion,0.0,2017-05-05,2017-06-02,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0
3823,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Una sola exhibicion,0.0,2017-06-10,2017-07-03,1000.0,0.0,0.0,0.0,0.0,0.0,,0.0
3824,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Una sola exhibicion,0.0,2017-07-07,2017-07-27,1000.0,0.0,0.0,0.0,1.0,1.0,2017-07-28,1269.0
3825,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Una sola exhibicion,0.0,2017-07-28,2017-08-17,1000.0,0.0,0.0,0.0,0.0,1.0,2017-08-18,1269.0
3826,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Mensual,0.0,2017-03-01,2017-03-30,2500.0,0.0,0.0,0.0,0.0,0.0,,0.0
3827,224,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Prestamo Personal ,1.0,Mensual,0.0,2017-04-07,2017-07-09,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0
3828,224,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,900.0,2012-08-09,,900.0,900.0,100.0,900.0,16.0,13.0,2017-02-28,900.0
3829,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,4225.0,2016-03-03,,18690.0,18690.0,18000.0,2730.0,0.0,0.0,,0.0
3830,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,10954.0,2016-04-18,,39108.0,35121.0,37100.0,10427.0,0.0,0.0,,0.0
3831,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,28652.0,2014-09-29,,71501.0,60.0,57900.0,0.0,0.0,0.0,,0.0
3832,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,13039.0,2016-07-26,,36850.0,60.0,29600.0,0.0,0.0,0.0,,0.0
3833,224,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,48.0,Mensual,4029.0,2013-10-25,,151655.0,7900.0,151655.0,0.0,0.0,0.0,,0.0
3834,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2011-06-01,,13411.0,11764.0,12000.0,0.0,0.0,0.0,,0.0
3835,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2014-09-29,2016-07-31,47857.0,0.0,49200.0,0.0,0.0,0.0,,0.0
3836,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2014-09-29,2016-07-31,47857.0,0.0,49200.0,0.0,0.0,0.0,,0.0
3837,224,BANCO,Pagos Fijos,Prestamo Personal ,12.0,Mensual,0.0,2015-03-01,2016-04-28,3069.0,0.0,0.0,0.0,0.0,0.0,,0.0
3838,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2011-06-06,2014-10-08,29655.0,0.0,32500.0,0.0,0.0,0.0,,0.0
3839,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-03-01,2014-06-30,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
3840,224,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2011-06-06,2013-05-10,29655.0,0.0,32500.0,0.0,0.0,0.0,,0.0
3841,224,BANCO,Pagos Fijos,Linea de Credito,72.0,Mensual,0.0,2011-04-01,2013-01-23,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0
3842,225,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Linea de Credito,2.0,Mensual,0.0,2006-03-17,2007-10-10,10000.0,0.0,0.0,0.0,0.0,1.0,2006-07-31,1666.0
3843,225,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,41.0,Semanal,312.0,2017-08-14,,6500.0,7800.0,0.0,0.0,0.0,0.0,,0.0
3844,225,SERVICIOS,Pagos Fijos,Credito Personal al Consumo,1.0,Una sola exhibicion,4331.0,2017-10-27,,4331.0,4331.0,4000.0,0.0,0.0,0.0,,0.0
3845,225,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,52.0,Semanal,0.0,2006-01-26,2007-01-18,15340.0,0.0,0.0,0.0,0.0,3.0,2006-12-07,907.0
3846,225,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,65.0,Semanal,0.0,2007-04-09,2007-10-08,25350.0,0.0,0.0,0.0,0.0,2.0,2007-09-24,780.0
3847,225,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,78.0,Semanal,0.0,2007-10-18,2009-01-26,51480.0,0.0,0.0,0.0,0.0,4.0,2008-11-20,2773.0
3848,225,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,78.0,Semanal,0.0,2009-04-30,2010-07-07,37440.0,0.0,0.0,0.0,0.0,1.0,2010-01-14,480.0
3849,225,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,0.0,1999-08-26,2001-03-12,1005.0,0.0,800.0,0.0,0.0,0.0,,0.0
3850,225,TELEFONIA CELULAR,Revolvente,Linea de Credito,1000.0,Mensual,619.0,2017-01-20,,0.0,619.0,999.0,0.0,0.0,0.0,,0.0
3851,225,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Linea de Credito,70.0,Semanal,0.0,2007-08-23,2007-10-08,1802.0,0.0,1802.0,0.0,0.0,0.0,,0.0
3852,225,MERCANCIA PARA HOGAR Y OFICINA,Sin Limite Preestablecido,Credito Personal al Consumo,0.0,Semanal,0.0,2006-03-16,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3853,225,SERVICIO DE TELEVISION DE PAGA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2016-06-06,,3396.0,0.0,0.0,0.0,3.0,1.0,2017-09-05,1374.0
3854,225,FINANCIERA,Pagos Fijos,Prestamo Personal ,11.0,Quincenal,614.0,2016-01-13,,6257.0,1461.0,0.0,0.0,19.0,0.0,,0.0
3855,225,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2007-07-17,2016-02-29,763.0,0.0,0.0,0.0,0.0,0.0,,0.0
3856,225,FINANCIERA,Pagos Fijos,Prestamo Personal ,0.0,Quincenal,0.0,2014-05-30,2016-01-13,5722.0,0.0,0.0,0.0,0.0,0.0,,0.0
3857,225,BANCO,Pagos Fijos,Prestamo Personal ,3.0,Quincenal,0.0,2008-04-14,2015-12-18,98000.0,0.0,0.0,26376.0,25.0,0.0,,0.0
3858,225,BANCO,Hipoteca,Bienes Raices,120.0,Mensual,0.0,2008-05-30,2013-04-17,213500.0,0.0,0.0,0.0,2.0,0.0,,0.0
3859,226,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,68021.0,2017-07-13,,73263.0,68021.0,0.0,63263.0,0.0,0.0,,0.0
3860,226,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,344.0,2017-07-21,,426.0,344.0,1396.0,0.0,0.0,0.0,,0.0
3861,227,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,2267.0,2009-03-18,,105998.0,45026.0,54240.0,0.0,0.0,0.0,,0.0
3862,227,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,6455.0,2004-03-02,,179008.0,165508.0,190000.0,0.0,0.0,0.0,,0.0
3863,227,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2008-09-12,,9642.0,0.0,10000.0,0.0,0.0,0.0,,0.0
3864,227,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,0.0,2011-07-20,2014-12-16,80444.0,0.0,65000.0,0.0,0.0,0.0,,0.0
3865,227,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2011-11-03,2013-11-30,1245.0,0.0,1000.0,0.0,0.0,0.0,,0.0
3866,227,BANCO,Hipoteca,Bienes Raices,180.0,Mensual,0.0,2009-09-21,2013-05-24,710735.0,0.0,0.0,0.0,0.0,0.0,,0.0
3867,227,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2009-03-18,2012-07-27,101087.0,0.0,98620.0,0.0,0.0,0.0,,0.0
3868,228,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,2008-08-20,2010-07-15,5100.0,0.0,5100.0,0.0,0.0,0.0,,0.0
3869,228,MICROFINANCIERA,Pagos Fijos,Prestamo Personal ,31.0,Semanal,250.0,2017-10-31,,4165.0,7246.0,0.0,0.0,0.0,0.0,,0.0
3870,228,FINANCIERA,Pagos Fijos,Prestamo Personal ,12.0,Mensual,790.0,2017-05-23,2017-11-03,9480.0,8300.0,5000.0,4499.0,4.0,0.0,,0.0
3871,228,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,1895.0,2017-03-27,,5510.0,5510.0,3000.0,5510.0,5.0,0.0,,0.0
3872,228,BANCO,Revolvente,Préstamo de Nomina,900.0,Mensual,11222.0,2017-02-24,,35270.0,21576.0,20000.0,10203.0,6.0,0.0,,0.0
3873,228,TIENDA COMERCIAL,Revolvente,Tarjeta de Credito,0.0,Mensual,5171.0,2017-05-12,,5171.0,5171.0,1350.0,5171.0,5.0,0.0,,0.0
3874,228,FINANCIERA,Revolvente,Tarjeta de Credito,0.0,Mensual,12145.0,2017-03-16,,12145.0,12145.0,3750.0,12145.0,5.0,0.0,,0.0
3875,228,BANCO,Hipoteca,Mejoras a la Casa,30.0,Mensual,904.0,2017-03-16,,16228.0,16228.0,0.0,892.0,1.0,0.0,,0.0
3876,228,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,2730.0,2017-03-13,,43210.0,43210.0,36999.0,3812.0,3.0,0.0,,0.0
3877,228,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2017-04-18,2017-04-24,7000.0,0.0,7000.0,0.0,0.0,0.0,,0.0
3878,229,ADMINISTRADORAS DE CARTERA,Quirografiario,Credito al Consumo,1.0,Una sola exhibicion,114346.0,2012-07-31,,114346.0,114346.0,0.0,114346.0,16.0,8.0,2016-06-30,114346.0
3879,229,COMUNICACIONES,Revolvente,Linea de Credito,0.0,Mensual,0.0,2017-01-06,,625.0,0.0,1047.0,0.0,0.0,0.0,,0.0
3880,229,SERVICIO DE TELEVISION DE PAGA,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,484.0,2016-03-17,,262.0,484.0,740.0,484.0,8.0,13.0,2017-04-30,484.0
3881,229,FINANCIERA,Pagos Fijos,Prestamo Personal ,29.0,Quincenal,678.0,2012-09-06,,15580.0,62960.0,0.0,62960.0,0.0,0.0,,0.0
3882,229,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,1.0,Mensual,0.0,2011-09-28,,1093.0,0.0,0.0,0.0,0.0,0.0,,0.0
3883,229,BANCO,Pagos Fijos,Préstamo de Nomina,90.0,Mensual,0.0,2012-07-31,2015-12-18,48000.0,0.0,48000.0,0.0,0.0,0.0,,0.0
3884,229,FINANCIERA,Pagos Fijos,Prestamo Personal ,0.0,Quincenal,685.0,2012-11-09,2013-11-25,13950.0,13950.0,0.0,13950.0,0.0,0.0,,0.0
3885,229,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,35565.0,2012-07-31,2013-06-07,35565.0,35565.0,10000.0,35565.0,0.0,0.0,,0.0
3886,229,BANCO,Pagos Fijos,Préstamo de Nomina,90.0,Mensual,50038.0,2012-07-31,2013-06-24,48000.0,50038.0,48000.0,50038.0,0.0,0.0,,0.0
3887,230,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Credito Personal al Consumo,12.0,Mensual,0.0,2017-02-02,2017-09-26,39900.0,0.0,26264.0,0.0,0.0,0.0,,0.0
3888,230,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Credito Personal al Consumo,18.0,Mensual,3264.0,2017-09-26,,39900.0,34590.0,39900.0,0.0,0.0,0.0,,0.0
3889,230,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,0.0,2014-04-30,,769.0,0.0,1197.0,0.0,0.0,0.0,,0.0
3890,230,TELEFONIA CELULAR,Revolvente,Linea de Credito,0.0,Mensual,0.0,2016-11-11,,785.0,0.0,1197.0,0.0,0.0,0.0,,0.0
3891,230,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,1200.0,2017-11-24,,289.0,0.0,1.0,0.0,0.0,0.0,,0.0
3892,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2018-01-18,,15310.0,75296.0,167000.0,0.0,0.0,0.0,,0.0
3893,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-06-16,,21335.0,17742.0,24320.0,0.0,0.0,0.0,,0.0
3894,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-02-24,,14091.0,14268.0,18000.0,0.0,0.0,0.0,,0.0
3895,230,BANCO,Pagos Fijos,Prestamo Personal ,48.0,Mensual,1905.0,2017-06-01,,82834.0,39702.0,82834.0,0.0,0.0,0.0,,0.0
3896,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-11-30,,7100.0,2286.0,7100.0,0.0,0.0,0.0,,0.0
3897,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-06-16,,21335.0,14166.0,24320.0,0.0,0.0,0.0,,0.0
3898,230,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-06-16,2017-02-09,15165.0,0.0,15200.0,0.0,0.0,0.0,,0.0
3899,231,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,36.0,Mensual,0.0,2005-12-26,2009-04-30,222466.0,0.0,0.0,0.0,0.0,0.0,,0.0
3900,231,BANCOS,Revolvente,Tarjeta de Credito,0.0,Pago minimo para cuentas revolventes,600.0,2015-06-22,,31024.0,9948.0,48000.0,0.0,0.0,0.0,,0.0
3901,231,BANCO,Pagos Fijos,Linea de Credito,36.0,Mensual,2204.0,2016-05-24,,50000.0,39489.0,0.0,0.0,0.0,0.0,,0.0
3902,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-12-01,,12111.0,2243.0,11004.0,0.0,0.0,0.0,,0.0
3903,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-06-01,,16959.0,33032.0,32548.0,0.0,0.0,0.0,,0.0
3904,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-12-06,,28143.0,8688.0,30030.0,0.0,0.0,0.0,,0.0
3905,231,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,1536.0,2013-06-29,,54126.0,13490.0,80000.0,0.0,0.0,0.0,,0.0
3906,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,1090.0,2013-07-02,,87200.0,13059.0,87200.0,0.0,0.0,0.0,,0.0
3907,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2015-03-24,,20126.0,18707.0,24800.0,0.0,0.0,0.0,,0.0
3908,231,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,0.0,2014-11-04,,45831.0,26680.0,64000.0,0.0,0.0,0.0,,0.0
3909,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-08-10,,0.0,0.0,15000.0,0.0,0.0,0.0,,0.0
3910,231,BANCO,Pagos Fijos,Compra de Automovil,60.0,Mensual,5753.0,2016-06-29,,252900.0,233381.0,0.0,0.0,0.0,0.0,,0.0
3911,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2016-05-26,,30000.0,0.0,30000.0,0.0,0.0,0.0,,0.0
3912,231,BANCO,Pagos Fijos,Prestamo Personal ,120.0,Quincenal,697.0,2015-09-15,,110000.0,85245.0,0.0,0.0,0.0,0.0,,0.0
3913,231,BANCO,Revolvente,Préstamo de Nomina,312.0,Mensual,0.0,2011-06-26,,3000.0,0.0,3000.0,0.0,0.0,0.0,,0.0
3914,231,TIENDA COMERCIAL,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2001-08-17,,81186.0,0.0,81186.0,0.0,0.0,0.0,,0.0
3915,231,BANCO,Pagos Fijos,Prestamo Personal ,60.0,Mensual,4524.0,2016-08-11,,420000.0,392908.0,0.0,0.0,0.0,0.0,,0.0
3916,231,AUTOMOTRIZ,Pagos Fijos,Compra de Automovil,36.0,Mensual,0.0,2013-04-01,2016-04-04,221718.0,0.0,221718.0,0.0,0.0,0.0,,0.0
3917,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-07-02,2015-07-14,39727.0,0.0,44700.0,0.0,0.0,0.0,,0.0
3918,231,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,709.0,2009-05-14,2013-04-30,1977.0,0.0,2700.0,0.0,0.0,0.0,,0.0
3919,231,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2010-12-27,2013-04-30,1071.0,0.0,800.0,0.0,0.0,0.0,,0.0
3920,231,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2013-12-06,2013-12-10,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
3921,231,COMUNICACIONES,Sin Limite Preestablecido,Linea de Credito,0.0,Mensual,0.0,2007-02-24,2013-04-30,2334.0,0.0,1200.0,0.0,0.0,0.0,,0.0
3922,232,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,100.0,Semanal,229.0,2017-07-26,,22900.0,22442.0,0.0,0.0,0.0,0.0,,0.0
3923,232,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Prestamo Personal ,100.0,Semanal,30.0,2017-07-26,,3000.0,2940.0,0.0,0.0,0.0,0.0,,0.0
3924,232,BANCOS,Pagos Fijos,Prestamo Personal ,12.0,Mensual,0.0,2015-05-20,2016-05-22,20001.0,0.0,20001.0,0.0,0.0,0.0,,0.0
3925,232,BANCOS,Pagos Fijos,Prestamo Personal ,12.0,Mensual,0.0,2016-05-20,2017-04-03,30786.0,0.0,0.0,0.0,0.0,1.0,2016-11-23,4655.0
3926,232,BANCOS,Pagos Fijos,Prestamo Personal ,12.0,Mensual,5644.0,2017-04-05,,45594.0,37438.0,0.0,0.0,0.0,0.0,,0.0
3927,232,FINANCIERA,Pagos Fijos,Prestamo Personal ,36.0,Mensual,3952.0,2016-10-18,,50000.0,50091.0,50000.0,0.0,0.0,0.0,,0.0
3928,232,FINANCIERA,Pagos Fijos,Prestamo Personal ,12.0,Mensual,0.0,2016-04-29,2016-10-18,49150.0,0.0,49150.0,0.0,0.0,0.0,,0.0
3929,232,FINANCIERA,Pagos Fijos,Prestamo Personal ,24.0,Mensual,0.0,2015-02-17,2016-04-29,40000.0,0.0,40000.0,0.0,0.0,0.0,,0.0
3930,232,FINANCIERA,Pagos Fijos,Prestamo Personal ,18.0,Mensual,0.0,2014-08-22,2015-02-17,18000.0,0.0,18000.0,0.0,0.0,0.0,,0.0
3931,233,BANCO,Revolvente,Tarjeta de Credito,0.0,Mensual,20156.0,2007-02-16,,51311.0,20156.0,41000.0,20156.0,0.0,0.0,,0.0
3932,233,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2008-11-01,,6028.0,0.0,0.0,0.0,0.0,0.0,,0.0
3933,233,TIENDA COMERCIAL,Revolvente,Linea de Credito,0.0,Mensual,2756.0,2004-09-25,,49557.0,20670.0,48000.0,0.0,0.0,0.0,,0.0
3934,233,HIPOTECARIA,Hipoteca,Bienes Raices,241.0,Mensual,1588.0,2010-04-20,,159352.0,120753.0,0.0,0.0,0.0,0.0,,0.0
3935,233,TIENDA COMERCIAL,Revolvente,Tarjeta de Credito,0.0,Mensual,0.0,2008-11-22,,1336.0,0.0,700.0,0.0,0.0,0.0,,0.0
3936,233,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,203092.0,2013-09-26,,269640.0,203092.0,0.0,189542.0,0.0,0.0,,0.0
3937,233,FONDOS Y FIDEIC,Revolvente,Prestamo para estudiante,40.0,Mensual,4417.0,2010-04-23,,166028.0,85184.0,166028.0,0.0,0.0,0.0,,0.0
3938,233,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2011-10-10,,573.0,0.0,740.0,0.0,0.0,0.0,,0.0
3939,233,BANCO,Revolvente,Préstamo de Nomina,120.0,Mensual,0.0,2011-07-29,2016-07-29,102000.0,0.0,102000.0,0.0,0.0,0.0,,0.0
3940,233,SERVICIOS,Sin Limite Preestablecido,Otros (Multiples Creditos),1.0,Mensual,0.0,2010-06-11,2016-02-29,1737.0,0.0,0.0,0.0,0.0,0.0,,0.0
3941,233,HIPOTECAGOBIERNO,Hipoteca,Bienes Raices,360.0,Mensual,2616.0,2010-05-06,,165051.0,226940.0,165051.0,0.0,0.0,0.0,,0.0
3942,233,CIA Q  OTORGA,Sin Limite Preestablecido,Tarjeta de Credito,0.0,Mensual,0.0,2010-02-01,2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
