,user_id,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance,institution_cat,account_type_cat,credit_type_cat,payment_frequency_cat
4181,250,0.0,2012-02-24,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
4182,250,0.0,2012-11-30,2016-05-31,2032.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
4183,250,0.0,2007-03-10,2012-02-28,2523.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
4184,250,0.0,2008-07-24,2014-10-29,8400.0,0.0,8400.0,0.0,0.0,0.0,,0.0,5,6,25,4
4185,250,0.0,2006-04-26,2014-10-16,10334.0,0.0,7000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4186,250,0.0,2009-07-30,2013-05-31,227788.0,0.0,227788.0,0.0,0.0,0.0,,0.0,1,4,1,4
4312,260,635.0,1992-09-03,,60379.0,505561.0,60379.0,0.0,0.0,0.0,,0.0,27,3,4,4
4313,260,0.0,2005-11-12,2007-02-09,15300.0,0.0,15300.0,0.0,0.0,0.0,,0.0,52,4,0,4
4314,260,0.0,2006-01-02,2007-03-30,15300.0,0.0,15300.0,0.0,0.0,0.0,,0.0,52,4,0,4
4315,260,0.0,2008-08-24,2009-08-06,15300.0,0.0,15300.0,0.0,0.0,0.0,,0.0,52,4,0,4
4316,260,0.0,2015-12-02,,610.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
4317,260,0.0,2014-04-03,,0.0,0.0,15000.0,0.0,0.0,0.0,,0.0,5,4,14,4
4448,266,0.0,2012-03-16,2014-07-31,600.0,0.0,740.0,0.0,1.0,1.0,2012-11-30,35.0,38,7,14,4
4449,266,1006.0,2016-06-10,,46324.0,22869.0,44000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4450,266,0.0,2016-04-07,,43303.0,4369.0,66100.0,0.0,0.0,0.0,,0.0,5,6,25,4
4451,266,0.0,2010-08-15,,4028.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
4452,266,0.0,2016-02-25,2017-03-16,70000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
4453,266,0.0,2012-12-13,2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
4566,275,0.0,2016-11-22,2017-01-02,3396.0,0.0,5000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4567,275,62.0,2016-11-22,,3396.0,1616.0,5000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4570,277,0.0,2003-05-08,2003-08-27,617.0,0.0,0.0,0.0,0.0,0.0,,0.0,51,4,8,7
4571,277,0.0,2008-09-11,2009-04-03,7306.0,0.0,7306.0,0.0,0.0,0.0,,0.0,36,4,14,7
4572,277,0.0,2013-12-19,2014-04-14,3507.0,0.0,3507.0,0.0,1.0,1.0,2014-03-19,255.0,6,4,19,7
4573,277,0.0,2014-04-16,2014-08-11,3507.0,0.0,3507.0,0.0,1.0,1.0,2014-07-16,510.0,6,4,19,7
4574,277,0.0,2014-08-15,2014-12-09,6079.0,0.0,0.0,0.0,2.0,0.0,,0.0,5,4,19,7
4575,277,0.0,2008-01-20,2015-01-30,3000.0,0.0,3000.0,0.0,4.0,13.0,2016-12-31,10319.0,0,6,25,4
4576,277,0.0,2013-06-19,2013-12-03,10990.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
4831,293,0.0,2006-08-11,2007-03-09,7800.0,0.0,0.0,0.0,0.0,4.0,2007-03-02,600.0,33,4,19,7
4832,293,0.0,2007-03-16,2007-12-14,4714.0,0.0,0.0,0.0,0.0,3.0,2007-11-23,370.0,33,4,8,7
4833,293,0.0,2006-08-11,2006-11-17,7800.0,0.0,0.0,0.0,0.0,2.0,2006-11-24,300.0,33,4,19,7
4834,293,0.0,2003-11-25,2004-10-15,8278.0,0.0,0.0,0.0,0.0,4.0,2004-09-28,725.0,33,4,8,7
4835,293,0.0,2003-12-01,2005-01-08,2050.0,0.0,0.0,0.0,0.0,5.0,2004-12-06,171.0,33,4,8,7
4836,293,0.0,2004-10-22,2005-08-15,5052.0,0.0,0.0,0.0,0.0,6.0,2005-08-12,744.0,33,4,8,7
4837,293,550.0,2012-04-26,,3300.0,2925.0,0.0,2925.0,24.0,7.0,2013-04-07,2925.0,15,4,19,4
4838,293,0.0,2007-10-17,2015-05-14,7363.0,0.0,0.0,0.0,13.0,13.0,2011-08-31,5224.0,24,4,19,4
4839,293,0.0,2015-05-19,2015-10-16,12014.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
4840,293,0.0,2005-01-15,2005-10-17,5079.0,0.0,5079.0,0.0,0.0,6.0,2005-12-03,633.0,33,6,14,7
4841,293,0.0,2005-12-17,2006-12-28,5037.0,0.0,5037.0,0.0,0.0,15.0,2006-12-23,1869.0,33,6,14,7
4842,293,0.0,2005-12-17,2006-12-28,4362.0,0.0,4362.0,0.0,0.0,14.0,2006-12-23,1449.0,33,6,14,7
4843,293,584.0,2017-05-05,,113700.0,109340.0,110000.0,0.0,0.0,0.0,,0.0,5,6,23,4
4844,293,614.0,2017-03-08,,6007.0,3747.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
4845,293,0.0,2016-11-01,,80016.0,0.0,50000.0,0.0,0.0,0.0,,0.0,5,6,23,4
4846,293,0.0,2013-12-28,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
4847,293,416.0,2016-11-04,,6337.0,6337.0,6000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4848,293,1750.0,2017-06-30,,18192.0,16857.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4849,293,0.0,2015-10-16,2017-01-06,7838.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4850,293,0.0,2015-10-19,2016-10-03,1214.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4851,293,0.0,2015-06-23,2016-08-31,155.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4852,293,0.0,2015-06-02,2016-08-01,338.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4853,293,0.0,2015-05-31,2016-08-01,646.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4854,293,0.0,2015-05-31,2016-08-01,401.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4855,293,0.0,2015-05-31,2016-08-01,1254.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4856,293,0.0,2015-05-30,2016-08-01,348.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
4892,296,0.0,2016-12-13,2017-07-04,20488.0,0.0,0.0,0.0,1.0,1.0,2017-03-14,394.0,33,4,19,7
4893,296,0.0,2016-12-13,2017-07-04,1560.0,0.0,0.0,0.0,1.0,1.0,2017-03-14,30.0,33,4,19,7
4894,296,1275.0,2009-04-13,,1275.0,1275.0,0.0,1275.0,4.0,7.0,2017-07-31,1275.0,48,7,14,4
4895,296,7902.0,2016-11-11,,112787.0,85129.0,112787.0,0.0,0.0,0.0,,0.0,21,4,19,4
4896,296,407.0,2016-11-10,,15000.0,17977.0,0.0,1747.0,0.0,0.0,,0.0,5,4,14,4
4897,296,1619.0,2016-11-03,,35000.0,33063.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
4898,296,9527.0,2016-02-01,,250000.0,143534.0,250000.0,0.0,0.0,0.0,,0.0,5,4,19,4
4899,296,1420.0,2011-09-01,,88288.0,35477.0,86000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4900,296,0.0,2010-09-01,,52111.0,30893.0,56000.0,0.0,0.0,0.0,,0.0,5,6,25,4
4901,296,0.0,2016-05-20,,101000.0,66840.0,101000.0,0.0,0.0,0.0,,0.0,5,4,19,4
4902,296,0.0,2013-11-01,2016-02-12,350000.0,0.0,350000.0,0.0,0.0,0.0,,0.0,5,4,19,4
4903,296,0.0,2013-02-07,2016-02-29,56000.0,0.0,56000.0,0.0,0.0,0.0,,0.0,5,4,19,4
4904,296,0.0,2013-10-23,2015-08-11,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,5,6,25,4
4905,296,0.0,2011-12-01,2013-11-05,423093.0,0.0,423093.0,0.0,0.0,0.0,,0.0,5,4,14,4
4906,296,0.0,2012-07-01,2013-07-24,3667.0,0.0,10.0,0.0,0.0,0.0,,0.0,5,6,25,4
4907,296,0.0,2007-02-01,2012-07-31,6631.0,0.0,7500.0,0.0,0.0,0.0,,0.0,5,6,25,4
4908,296,0.0,2010-02-09,2012-02-10,138128.0,0.0,138128.0,0.0,0.0,0.0,,0.0,4,4,5,4
5029,305,0.0,2011-08-25,2015-06-01,102279.0,0.0,0.0,0.0,2.0,0.0,,0.0,5,4,5,4
5030,305,0.0,2011-08-25,2015-06-01,102279.0,0.0,0.0,0.0,2.0,0.0,,0.0,5,4,5,4
5031,305,0.0,2011-08-25,2015-06-01,102279.0,0.0,0.0,0.0,2.0,0.0,,0.0,5,4,5,4
5032,305,0.0,2010-08-13,2014-06-02,101986.0,0.0,100000.0,0.0,1.0,1.0,2014-05-31,6159.0,15,6,25,4
5033,305,0.0,2010-08-13,,103637.0,91864.0,100000.0,0.0,0.0,0.0,,0.0,6,6,25,4
5034,305,0.0,2010-08-13,,103637.0,72589.0,100000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5035,305,7022.0,2007-03-30,,188044.0,180044.0,186000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5036,305,15936.0,2016-09-30,,538486.0,318731.0,538486.0,0.0,0.0,0.0,,0.0,4,4,2,4
5037,305,0.0,2004-07-24,,155151.0,76898.0,106000.0,0.0,5.0,0.0,,0.0,5,6,25,4
5038,305,0.0,2010-09-28,,507294.0,349173.0,507294.0,0.0,0.0,0.0,,0.0,5,6,25,4
5039,305,6693.0,2017-10-16,,214482.0,259295.0,214482.0,53547.0,1.0,0.0,,0.0,4,4,5,4
5040,305,3896.0,2017-06-22,,136368.0,132471.0,136368.0,19481.0,2.0,0.0,,0.0,4,4,2,4
5041,305,10483.0,2008-05-19,,149999.0,140359.0,149999.0,2939.0,9.0,0.0,,0.0,5,6,19,4
5042,305,6086.0,2017-08-08,,160547.0,143881.0,160547.0,0.0,0.0,0.0,,0.0,4,4,5,4
5043,305,6086.0,2017-08-08,,160547.0,143881.0,160547.0,0.0,0.0,0.0,,0.0,4,4,5,4
5044,305,6086.0,2017-08-08,,160547.0,143881.0,160547.0,0.0,0.0,0.0,,0.0,4,4,5,4
5045,305,6086.0,2017-08-08,,160547.0,143881.0,160547.0,0.0,0.0,0.0,,0.0,4,4,5,4
5046,305,6086.0,2017-08-08,,160547.0,143881.0,160547.0,0.0,0.0,0.0,,0.0,4,4,5,4
5047,305,3896.0,2017-07-08,,136350.0,116871.0,136350.0,0.0,0.0,0.0,,0.0,4,4,2,4
5048,305,3896.0,2017-07-08,,136350.0,116871.0,136350.0,0.0,0.0,0.0,,0.0,4,4,2,4
5049,305,3896.0,2017-07-08,,136350.0,116871.0,136350.0,0.0,0.0,0.0,,0.0,4,4,2,4
5050,305,3896.0,2017-06-22,,136368.0,112990.0,136368.0,0.0,0.0,0.0,,0.0,4,4,2,4
5051,305,3896.0,2017-06-22,,136368.0,112990.0,136368.0,0.0,0.0,0.0,,0.0,4,4,2,4
5052,305,3896.0,2017-06-22,,136368.0,112990.0,136368.0,0.0,0.0,0.0,,0.0,4,4,2,4
5053,305,3896.0,2017-06-22,,136368.0,112990.0,136368.0,0.0,0.0,0.0,,0.0,4,4,2,4
5054,305,11677.0,2007-01-24,,200839.0,158626.0,184100.0,0.0,0.0,0.0,,0.0,5,6,25,4
5055,305,488.0,2005-12-21,,13624.0,6411.0,11000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5056,305,1825.0,2011-01-20,,90592.0,59758.0,88400.0,0.0,0.0,0.0,,0.0,5,6,25,4
5057,305,0.0,2015-04-13,,28838.0,0.0,8250.0,0.0,0.0,0.0,,0.0,40,6,9,4
5058,305,21589.0,2011-02-04,,1700000.0,1303064.0,1700000.0,0.0,0.0,0.0,,0.0,5,3,4,4
5059,305,0.0,2010-04-19,,1446.0,0.0,3600.0,0.0,0.0,0.0,,0.0,16,7,14,4
5060,305,9349.0,2006-08-19,,102092.0,69016.0,203000.0,0.0,5.0,0.0,,0.0,49,6,14,4
5061,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5062,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5063,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5064,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5065,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5066,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5067,305,6693.0,2017-10-16,,214482.0,208711.0,214482.0,0.0,0.0,0.0,,0.0,4,4,5,4
5068,305,822.0,2014-08-07,,0.0,822.0,0.0,0.0,1.0,0.0,,0.0,39,7,14,4
5069,305,0.0,2009-07-30,2016-08-19,1544000.0,0.0,0.0,0.0,11.0,0.0,,0.0,5,3,4,4
5070,305,0.0,2007-01-24,2015-12-22,200839.0,0.0,184100.0,0.0,0.0,0.0,,0.0,5,6,25,4
5071,305,0.0,2007-01-24,2016-02-29,200839.0,0.0,184100.0,0.0,0.0,0.0,,0.0,5,6,25,4
5072,305,0.0,2011-04-22,2016-02-29,1129.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
5073,305,0.0,2007-01-02,2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
5074,305,0.0,2005-12-21,2015-11-30,13624.0,0.0,11000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5075,305,0.0,2005-12-16,2015-08-31,265730.0,0.0,249920.0,0.0,3.0,0.0,,0.0,5,6,25,4
5076,305,0.0,2011-01-20,2015-06-30,66596.0,0.0,65500.0,0.0,0.0,0.0,,0.0,5,6,25,4
5077,305,0.0,2014-09-29,2015-06-16,9827.0,0.0,0.0,0.0,1.0,0.0,,0.0,5,4,5,4
5078,305,0.0,2014-09-29,2015-06-16,9827.0,0.0,0.0,0.0,1.0,0.0,,0.0,5,4,5,4
5079,305,0.0,2014-09-29,2015-06-16,9827.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
5080,305,0.0,2009-04-17,2015-06-17,596864.0,0.0,596864.0,0.0,5.0,0.0,,0.0,7,3,4,4
5081,305,0.0,2012-09-28,2015-06-16,101057.0,0.0,0.0,0.0,8.0,0.0,,0.0,5,4,5,4
5082,305,0.0,2012-09-28,2015-06-16,101057.0,0.0,0.0,0.0,8.0,0.0,,0.0,5,4,5,4
5083,305,0.0,2012-09-28,2015-06-16,101057.0,0.0,0.0,0.0,9.0,0.0,,0.0,5,4,5,4
5084,305,0.0,2012-03-08,2015-04-16,167447.0,0.0,167447.0,0.0,10.0,0.0,,0.0,4,4,2,4
5085,305,0.0,2012-03-08,2015-04-16,167447.0,0.0,167447.0,0.0,10.0,0.0,,0.0,4,4,2,4
5086,305,0.0,2012-03-22,2015-04-16,222189.0,0.0,222189.0,0.0,15.0,0.0,,0.0,4,4,2,4
5087,305,0.0,2012-03-08,2015-04-16,165770.0,0.0,165770.0,0.0,10.0,0.0,,0.0,4,4,2,4
5088,305,0.0,2012-03-22,2015-03-13,438705.0,0.0,438705.0,0.0,15.0,0.0,,0.0,4,4,2,4
5089,305,0.0,2012-09-28,2015-02-13,101057.0,0.0,0.0,0.0,13.0,0.0,,0.0,5,4,5,4
5090,305,0.0,2012-05-14,2015-01-21,410190.0,0.0,410190.0,0.0,0.0,0.0,,0.0,4,4,5,4
5091,305,0.0,2014-10-08,2014-11-27,26343.0,0.0,0.0,0.0,1.0,0.0,,0.0,5,4,5,4
5092,305,0.0,2005-12-21,2014-04-25,13624.0,0.0,11000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5093,305,0.0,2013-10-16,2014-09-28,10065.0,0.0,0.0,0.0,3.0,0.0,,0.0,5,4,5,4
5094,305,0.0,2013-10-16,2014-10-30,10065.0,0.0,0.0,0.0,3.0,0.0,,0.0,5,4,5,4
5095,305,0.0,2013-10-16,2014-10-30,10065.0,0.0,0.0,0.0,3.0,0.0,,0.0,5,4,5,4
5096,305,0.0,2011-08-25,2014-08-31,100050.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
5097,305,0.0,2006-10-12,2013-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,3,4,4
5098,305,0.0,2012-05-01,2013-11-30,1644.0,0.0,1000.0,0.0,14.0,0.0,,0.0,16,7,14,4
5099,305,0.0,2012-12-21,2013-10-14,3000000.0,0.0,3000000.0,0.0,1.0,0.0,,0.0,21,6,18,4
5100,305,0.0,2006-08-19,2013-10-26,102092.0,0.0,1.0,0.0,3.0,0.0,,0.0,49,6,14,4
5101,305,0.0,2012-01-09,2013-10-23,281900.0,0.0,0.0,0.0,2.0,0.0,,0.0,5,4,5,4
5102,305,0.0,2006-07-05,2013-10-15,259340.0,0.0,250000.0,0.0,5.0,0.0,,0.0,5,6,25,4
5103,305,0.0,2010-09-30,2013-10-14,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,5,4,19,4
5104,305,0.0,2011-08-29,2013-10-15,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,5,4,19,4
5105,305,0.0,2012-04-17,2013-10-15,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,5,4,19,4
5106,305,0.0,2012-09-28,2013-07-23,101057.0,0.0,0.0,0.0,7.0,0.0,,0.0,5,4,5,4
5107,305,0.0,2011-08-25,2013-08-31,100050.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
5108,305,0.0,2007-07-13,2013-05-31,128907.0,0.0,120000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5109,305,0.0,2010-03-12,2013-04-03,80500.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
5110,305,0.0,2011-08-25,2013-03-13,102279.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
5111,305,0.0,2011-08-25,2015-06-16,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5112,305,3801.0,2011-08-25,2012-10-05,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5113,305,3801.0,2011-08-25,2012-10-05,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5114,305,3801.0,2011-08-25,2012-10-05,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5115,305,3801.0,2011-08-25,2012-10-05,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5116,305,3801.0,2011-08-25,2012-10-05,182810.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
5209,309,0.0,2005-11-12,2006-10-09,5100.0,0.0,5100.0,0.0,0.0,0.0,,0.0,52,4,0,4
5210,309,0.0,2007-08-06,2008-07-18,5100.0,0.0,5100.0,0.0,0.0,0.0,,0.0,52,4,0,4
5211,309,0.0,2010-09-02,2011-12-07,8269.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
5212,309,0.0,2014-07-28,2014-11-28,19614.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
5213,309,0.0,2014-07-30,2014-11-28,10482.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
5214,309,0.0,2016-01-17,,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,5,4,14,4
5215,309,38429.0,2014-09-24,,50000.0,57425.0,50000.0,38027.0,0.0,0.0,,0.0,5,6,23,4
5216,309,2567.0,2011-03-07,,261866.0,320184.0,261866.0,0.0,0.0,0.0,,0.0,27,3,4,4
5217,309,300.0,2015-09-21,,5408.0,2371.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5218,309,864.0,2015-09-18,,15545.0,11998.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5219,309,25.0,2015-04-14,,459.0,150.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5220,309,45.0,2015-04-13,,804.0,263.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5221,309,81.0,2015-04-09,,1461.0,478.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5222,309,53.0,2015-04-22,,950.0,364.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5223,309,65.0,2015-04-08,,1169.0,383.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5224,309,27.0,2015-04-14,,482.0,158.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5225,309,54.0,2015-03-22,,964.0,316.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5226,309,0.0,2014-09-03,,34000.0,0.0,34000.0,0.0,0.0,0.0,,0.0,5,6,23,4
5227,309,0.0,2013-08-22,,22576.0,0.0,20000.0,0.0,0.0,0.0,,0.0,5,6,23,4
5228,309,0.0,2015-02-04,2015-09-18,20559.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5229,309,0.0,2013-06-18,2014-07-28,33533.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5230,309,0.0,2012-10-01,2014-05-30,3600.0,0.0,3600.0,0.0,0.0,0.0,,0.0,5,4,23,6
5231,309,0.0,2011-11-22,2013-07-05,23730.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
5232,309,0.0,2010-08-06,2013-01-08,13440.0,0.0,13000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5233,309,0.0,2010-05-06,2012-05-31,204.0,0.0,512.0,0.0,0.0,0.0,,0.0,39,7,16,4
5246,312,0.0,2007-10-24,2010-08-19,9000.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5247,312,0.0,2012-01-06,2013-06-20,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
5248,312,0.0,2011-05-07,2011-09-30,5150.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5249,312,0.0,2011-07-26,2012-01-06,10000.0,0.0,0.0,0.0,3.0,1.0,2011-12-31,90.0,9,4,19,4
5250,312,0.0,2013-11-23,2014-01-22,1890.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5251,312,0.0,2014-06-06,2014-10-09,7500.0,0.0,0.0,0.0,2.0,2.0,2014-09-30,2468.0,9,4,19,4
5252,312,0.0,2014-10-09,2014-10-10,6465.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5253,312,0.0,2014-01-22,2014-06-06,2200.0,0.0,0.0,0.0,2.0,1.0,2014-03-31,106.0,9,4,19,4
5254,312,0.0,2014-10-10,2015-04-06,11400.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5255,312,0.0,2015-04-06,2015-06-29,12600.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5256,312,0.0,2015-06-29,2015-09-25,13500.0,0.0,0.0,0.0,1.0,1.0,2015-07-31,1076.0,9,4,19,4
5257,312,0.0,2015-09-25,2016-02-25,13700.0,0.0,0.0,0.0,2.0,1.0,2015-12-31,1106.0,9,4,19,4
5258,312,0.0,2016-02-25,2016-08-01,14900.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5259,312,0.0,2016-08-01,2017-01-17,15545.0,0.0,0.0,0.0,2.0,1.0,2016-09-30,1237.0,9,4,19,4
5260,312,0.0,2017-01-17,2017-05-19,15500.0,0.0,0.0,0.0,2.0,2.0,2017-04-30,2505.0,9,4,19,4
5261,312,0.0,2017-05-19,2017-06-21,14873.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5262,312,1700.0,2017-06-21,,20400.0,18806.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
5263,312,0.0,2016-02-25,2016-12-10,3000.0,0.0,0.0,0.0,2.0,1.0,2016-09-30,187.0,9,4,19,4
5264,312,0.0,2015-12-19,,1064.0,0.0,1677.0,0.0,0.0,0.0,,0.0,16,6,14,4
5265,312,0.0,2011-10-14,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48,7,14,4
5266,312,1293.0,2012-07-17,,31052.0,29393.0,29000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5267,312,0.0,2016-01-28,,150000.0,120833.0,150000.0,5212.0,0.0,0.0,,0.0,5,4,19,4
5268,312,0.0,2011-06-10,,3439.0,0.0,1.0,0.0,0.0,0.0,,0.0,49,6,25,4
5269,312,360.0,2015-09-28,,29289.0,2954.0,3000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5270,312,4436.0,2014-11-21,,177900.0,107049.0,177900.0,0.0,0.0,0.0,,0.0,5,4,5,4
5271,312,0.0,2015-10-14,2017-06-13,27530.0,0.0,21000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5272,312,0.0,2012-02-28,2017-02-28,15500.0,0.0,15500.0,0.0,0.0,0.0,,0.0,5,6,23,4
5273,312,0.0,2011-06-09,2016-05-30,20500.0,0.0,20500.0,0.0,0.0,0.0,,0.0,5,6,23,4
5274,312,0.0,2012-07-17,2015-06-09,19149.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
5275,312,0.0,2013-10-05,2013-11-23,1600.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
5276,312,0.0,2011-05-24,2012-01-07,10380.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
5595,320,16169.0,2012-02-28,,1234875.0,2057616.0,1234875.0,484823.0,0.0,0.0,,0.0,27,3,4,4
5596,320,1346.0,2015-12-02,,1346.0,1346.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
5597,320,1004.0,2015-10-22,,21179.0,18321.0,20313.0,0.0,0.0,0.0,,0.0,5,6,25,4
5598,320,0.0,2015-07-30,,646.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
5599,320,3336.0,2010-11-12,,55188.0,50690.0,48900.0,0.0,0.0,0.0,,0.0,5,6,25,4
5600,320,988.0,2012-08-23,,1842.0,988.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
5601,320,1680.0,2012-08-23,,1902.0,1680.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
5602,320,0.0,2013-04-16,2015-10-05,27499.0,0.0,3000.0,0.0,0.0,0.0,,0.0,5,6,25,4
5603,320,0.0,2012-03-21,2015-03-31,869.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,6,14,4
5604,320,0.0,2012-09-06,2013-11-01,445.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
5605,320,0.0,2010-11-12,2013-07-31,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
5606,320,0.0,2010-11-12,2013-07-31,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,23,4
5607,320,0.0,2011-02-19,2013-02-28,1066.0,0.0,2700.0,0.0,0.0,0.0,,0.0,16,7,14,4
5608,320,0.0,2010-09-01,2012-10-24,1307.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
5609,320,0.0,2010-11-12,2012-08-31,23529.0,0.0,48900.0,0.0,0.0,0.0,,0.0,5,6,25,4
